"sampleGroup","caseId","sourceDomain","discipline","rating","reviewStatus","createdAt","sourceUrl"
"国内高校","b1175a28-c615-4722-a0f9-3283bd583afc","news.buaa.edu.cn","综合交叉","0","approved","2026-06-02T14:41:39.266Z","https://news.buaa.edu.cn/info/1002/69111.htm"
"国内高校","2116d418-9dfc-4908-93c0-e3a092471c5f","news.buaa.edu.cn","工程","0","approved","2026-06-02T14:41:40.083Z","https://news.buaa.edu.cn/info/1002/69104.htm"
"国内高校","85f696aa-ac60-4a07-afc3-af070d6f66fe","news.buaa.edu.cn","物理","0","approved","2026-06-02T14:41:41.220Z","https://news.buaa.edu.cn/info/1005/69119.htm"
"国内高校","cca26237-6e02-487d-9232-fa1fb919fbb2","news.buaa.edu.cn","综合交叉","0","approved","2026-06-02T14:41:41.556Z","https://news.buaa.edu.cn/info/1005/69117.htm"
"国内高校","e1e887bb-9da7-4e56-8789-f15855db8c0c","news.buaa.edu.cn","工程","0","approved","2026-06-02T14:41:42.635Z","https://news.buaa.edu.cn/info/1005/69099.htm"
"国内高校","9f82008b-d2ed-4ebf-8bd0-6fae30d7624c","news.buaa.edu.cn","综合交叉","0","approved","2026-06-02T14:41:44.802Z","https://news.buaa.edu.cn/info/1004/69120.htm"
"国内高校","0f5c0f7a-df59-4f21-a3f1-1d61076d0aed","news.buaa.edu.cn","综合交叉","0","approved","2026-06-02T14:41:46.699Z","https://news.buaa.edu.cn/info/1004/69115.htm"
"国内高校","f1475d06-521f-4e9b-a05b-70d371735bf6","news.buaa.edu.cn","综合交叉","0","approved","2026-06-02T14:41:48.020Z","https://news.buaa.edu.cn/info/1006/69124.htm"
"国内高校","c7f5f74b-0d93-4e3a-81ac-c925ff4d0c0a","news.buaa.edu.cn","工程","0","approved","2026-06-02T14:41:48.864Z","https://news.buaa.edu.cn/info/1006/69109.htm"
"国内高校","95808562-1c04-4692-aa6f-968d44b969f3","news.buaa.edu.cn","信息科学","0","approved","2026-06-05T16:27:35.360Z","https://news.buaa.edu.cn/info/1002/69168.htm"
"国内高校","df2a0073-221e-44a2-9038-49e00511317f","news.buaa.edu.cn","信息科学","0","approved","2026-06-05T16:27:35.435Z","https://news.buaa.edu.cn/info/1002/69168.htm"
"国内高校","eeb7b379-1ff4-4183-91c6-76cd935aeacf","news.buaa.edu.cn","不确定","0","approved","2026-06-05T16:27:35.582Z","https://news.buaa.edu.cn/info/1002/69154.htm"
"国内高校","169ba399-264f-4c6e-a864-60fda9fcfb23","news.buaa.edu.cn","综合交叉","0","approved","2026-06-05T16:27:35.673Z","https://news.buaa.edu.cn/info/1005/69169.htm"
"国内高校","6a86100e-613f-4ae4-a62a-ccae23216741","news.buaa.edu.cn","综合交叉","0","approved","2026-06-05T16:27:35.720Z","https://news.buaa.edu.cn/info/1005/69169.htm"
"国内高校","2b7b1a86-b5c3-4ec4-9798-04591a2acc73","news.buaa.edu.cn","工程","0","approved","2026-06-05T16:27:35.947Z","https://news.buaa.edu.cn/info/1005/69161.htm"
